Molecule	COR-7349-D2-POST	COR-6215-D2-POST	COR-3717-D2-POST	COR-8330-D2-POST	COR-8763-D2-POST	COR-4361-D2-POST	COR-8843-D2-POST	COR-9546-D2-POST	COR-1481-D2-POST	COR-5218-D2-POST	COR-6604-D2-POST	COR-8468-D2-POST	COR-6302-D2-POST	COR-9198-D2-POST	COR-7256-D2-POST	COR-3195-D2-POST	COR-1957-D2-POST	COR-7085-D2-POST	COR-6176-D2-POST	COR-3560-D2-POST	COR-3661-D2-POST	COR-3708-D2-POST	COR-9818-D2-POST	COR-3504-D2-POST	COR-2465-D2-POST	COR-7414-D2-POST	COR-6698-D2-POST	COR-2674-D2-POST	COR-9151-D2-POST	COR-8066-D2-POST	COR-6685-D2-POST	COR-4856-D2-POST	COR-9223-D2-POST	COR-7101-D2-POST	COR-5623-D2-POST	COR-4181-D2-POST	COR-3427-D2-POST	COR-3194-D2-POST	COR-1548-D2-POST	COR-2400-D2-POST	COR-3315-D2-POST	COR-9446-D2-POST	COR-5554-D2-POST	COR-5136-D2-POST	COR-1168-D2-POST	COR-1665-D2-POST	COR-3985-D2-POST	COR-1002-D2-POST	COR-6913-D2-POST	COR-8446-D2-POST	COR-5087-D2-POST	COR-2349-D2-POST	COR-9359-D2-POST	COR-4616-D2-POST	COR-5429-D2-POST	COR-6308-D2-POST	COR-9348-D2-POST	COR-4994-D2-POST	COR-8852-D2-POST	COR-3309-D2-POST	COR-1278-D2-POST	COR-8111-D2-POST	COR-1404-D2-POST	COR-2854-D2-POST	COR-6297-D2-POST	COR-9350-D2-POST	COR-6709-D2-POST	COR-9643-D2-POST	COR-5319-D2-POST	COR-9943-D2-POST	COR-8625-D2-POST	COR-9970-D2-POST	COR-5456-D2-POST	COR-7257-D2-POST	COR-4806-D2-POST	COR-4847-D2-POST	COR-3722-D2-POST	COR-4271-D2-POST	COR-2455-D2-POST	COR-2823-D2-POST	COR-1592-D2-POST	COR-1433-D2-POST	COR-5797-D2-POST	COR-2950-D2-POST	COR-7717-D2-POST	COR-7714-D2-POST	COR-6711-D2-POST	COR-1141-D2-POST	COR-4617-D2-POST	COR-9868-D2-POST	COR-7264-D2-POST	COR-7610-D2-POST	COR-4209-D2-POST	COR-9504-D2-POST	COR-6813-D2-POST	COR-1699-D2-POST	COR-9633-D2-POST	COR-5449-D2-POST	COR-5530-D2-POST	COR-5800-Other	COR-4582-D1-PRE	COR-6048-D1-PRE	COR-3676-Other
MYLK	8.038918989	12.38707492	7.016808288	7.113742166	8.689997971	6.700439718	8.601770788	8.283088353	7.247927513	12.34928123	10.21188829	9.321928095	11.67595703	12.5850799	11.63072216	6.209453366	14.38377178	9.019590728	8.933690655	9.796039609	9.386940245	8.214319121	11.62319564	8.567956075	13.41996018	11.96830679	11.85096815	8.703903573	10.53624722	8.612868497	8.876516947	12.39043769	12.2973462	8.471675214	12.06827446	8.816983623	8.469641817	9.01402047	9.651051691	8.807354922	10.89405985	8.873444113	8.654636029	13.18053081	12.93580962	11.30320995	7.118941073	8.796039609	7.813781191	12.14990586	11.00281502	10.06608919	8.326429487	7	8.375039431	10.08878824	8.689997971	8.857980995	9.512740463	9.548821908	7.876516947	8.558420713	8.113742166	11.16050175	10.41256985	9.314016704	10.96434087	7.8008999	9.821773982	9.202123824	9.246740598	10.94617524	11.79563384	11.18239435	11.86341196	11.35204343	15.76004418	8.592457037	10.50084188	8.2644426	8.5980525	10.7477734	7.523561956	10.35810171	8.654636029	10.56128795	10.40939094	9.117643101	10.36577564	8.865733271	9.662668376	10.64295422	7.933690655	9.053925882	12.44320258	10.71166697	8.804131021	9.257387843	9	7.754887502	9.832890014	8.09011242	10.99682653
MYLK2	6.118941073	8.005624549	6.442943496	7.451211112	6.523561956	5.392317423	6.076815597	6.930737338	8.317412614	5.977279923	7.033423002	7.442943496	7.339850003	6.599912842	6.539158811	6.06608919	8.055282436	6.189824559	6.459431619	6.714245518	7.159871337	7.357552005	6.523561956	10.06810648	7.459431619	10.44553222	5.794415866	8.09011242	7.426264755	9.292321633	8.577428828	6.06608919	7.076815597	6.569855608	6.994353437	13.16026538	7.584962501	7.285402219	6.672425342	7.968666793	7.098032083	7.939579214	7.562242424	7.21916852	6.189824559	9.325305455	6.754887502	8.049848549	5.523561956	7.28077077	6.614709844	7.839203788	5.930737338	9.17990909	7.807354922	8.654636029	6.475733431	8.93516505	6.686500527	6.554588852	6.64385619	7.991521846	8.095397023	7.321928095	9.28424575	7.539158811	6.754887502	6.62935662	5.714245518	7.129283017	6.781359714	10.83802206	6.400879436	7.558420713	10.04916787	7.566054038	10.05663772	6.930737338	10.39285404	8.224001674	7.988684687	8.905387005	6.741466986	7.942514505	6.851749041	6.988684687	6.918863237	7.076815597	7.62935662	7.049848549	7.434628228	6.491853096	9.73809226	7.011227255	6.339850003	7.129283017	6.988684687	8.409390936	7.826548487	7.651051691	8.330916878	7.73470962	7.87036472
MYLK3	10.64835758	9.104598754	10.91886324	10.67463366	8.049848549	11.03926179	7.129283017	8.033423002	9.113742166	11.21067134	7.392317423	9.091435386	8.885696373	7.417852515	11.55314928	7.164906927	10.28944258	10.63344937	8.326429487	10.28193003	11.56248095	10.48482289	7	8.499845887	12.12282799	13.0202855	12.00632608	11.55362929	11.19105921	9.2644426	10.81217731	6.794415866	9.957102042	7.392317423	9.743151394	9.477758266	8.781359714	11.3885555	7.076815597	9.131856961	13.75039296	6.475733431	13.14577297	11.21188829	9.577428828	9.650154214	7.14974712	8.971543554	10.1792871	10.45635442	7.539158811	8.997179481	7.321928095	9.865733271	11.33371443	14.10423017	6.727920455	10.04234338	7.894817763	8.754887502	7.741466986	13.33957168	13.22618638	8.262094845	13.3426303	8.252665432	13.00070427	6.442943496	13.78417473	6.977279923	7.409390936	10.38478375	7.257387843	14.30527802	9.560332834	8.611024797	10.52454172	11.81778312	13.52454172	10.29232163	12.39874369	11.8273427	12.42074976	9.385862401	9.632086413	8.194756854	9.46760555	10.28077077	10.3140167	9.779719355	11.53186878	8.968666793	9.100662339	10.53818893	8.319672121	9.259743264	10.74903138	8.665335917	13.22083174	10.97727992	10.98370619	9.730470137	8.951284715
SIPA1L2	7.28077077	8.636624621	7.861086906	7.54689446	7.714245518	6.357552005	7.625708843	7.768184325	7.108524457	7.584962501	8.108524457	8.681238412	7.74819285	7.451211112	7.46760555	7.189824559	8.753216749	7.044394119	7.276124405	7.693486957	8.005624549	8.558420713	7.50779464	8.73809226	8.30833903	8.794415866	7.918863237	9.147204925	8.049848549	8.668884984	7.658211483	7.087462841	7.665335917	7.77478706	10.31967212	8.952741247	8.030667136	8.379378367	7.515699838	8.278449458	12.08464232	7.214319121	8.562242424	8.011227255	7.103287808	9.044394119	8.971543554	8.385862401	7.022367813	8.37286506	7.055282436	8.511752654	7.64385619	9.216745858	8.693486957	8.971543554	8.918863237	9.335390355	7.426264755	8.361943774	8.131856961	7.129283017	10.18858885	7.960001932	9.622051819	8.243173983	7.22881869	9.36303963	13.11374217	7.139551352	7.721099189	11.66133275	8.366322214	8.754887502	8.335390355	7.754887502	8.214319121	7.764871591	8.35974956	8.344295908	9.098032083	8.955649908	7.144658243	8.46760555	7.754887502	14.27168187	8.820178962	7.62935662	8.124121312	7.686500527	8.076815597	7.948367232	8.103287808	7.977279923	6.50779464	8.202123824	7.562242424	10.09934781	7.6794801	7.651051691	9.744833837	8.463524373	9.909893084
NCOA4	6.554588852	7.027905997	6.442943496	7.169925001	6.930737338	5.409390936	6.303780748	6.95419631	5.977279923	6.303780748	5.807354922	7.584962501	7.118941073	7.055282436	6.971543554	5.426264755	8.531381461	5.930737338	6.700439718	7.124121312	6.977279923	7.672425342	6.988684687	8.076815597	6.584962501	8.930737338	5.584962501	7.409390936	6.294620749	8.721099189	6.882643049	5.857980995	7.076815597	6.988684687	7.271463028	7.366322214	7.707359132	7.247927513	6.658211483	7.8008999	7.451211112	7.233619677	7.826548487	7.417852515	6.129283017	9.204571144	5.95419631	8.945443836	4.857980995	6.599912842	6.807354922	8.044394119	6.087462841	6.321928095	8.199672345	6.169925001	6.247927513	9.211888295	7.672425342	6.584962501	7.169925001	5.930737338	6.942514505	7.321928095	9.750706986	7.357552005	6.46760555	6.312882955	5.882643049	6.741466986	7.243173983	9.825753833	6.531381461	7.033423002	7.344295908	6.375039431	6.906890596	6.768184325	7.442943496	7.95419631	6.894817763	6.948367232	6.285402219	7.982993575	6.930737338	7.257387843	6.820178962	7.266786541	6.948367232	7.238404739	7.266786541	6.754887502	7.447083226	7.285402219	5.857980995	6.714245518	6.781359714	6.266786541	7.022367813	7.21916852	8.271463028	7.353146825	7.523561956
NEUROD1	6.948367232	8.592457037	5.977279923	7.447083226	6.569855608	5.321928095	8.794415866	7.45532722	5.906890596	6.375039431	5.857980995	8.224001674	7.027905997	7.375039431	7.348728154	5.459431619	8.611024797	7.651051691	7.098032083	7.129283017	7.285402219	8.759888183	6.977279923	7.988684687	9.353146825	9.030667136	5.781359714	8.710806434	6.95419631	8.761551232	7.392317423	6.73470962	7.038918989	7.098032083	7.214319121	8.35974956	8.479780264	7.361943774	6.906890596	7.761551232	8.556506055	7.159871337	9.276124405	7.312882955	7.758223215	9.108524457	6.357552005	9.13442632	6.159871337	6.357552005	6.076815597	8.2644426	6.426264755	8.584962501	9.103287808	10.215533	6.375039431	9.361943774	9	6.781359714	8.818582177	9.344295908	7.344295908	9.73470962	9.581200582	10.02375435	7.294620749	6.554588852	11.39526635	7.982993575	6.864186145	9.346513733	6.62935662	9.783816759	8.159871337	6.826548487	6.700439718	8.346513733	8.011227255	7.820178962	7.8008999	8.118941073	6.451211112	7.625708843	7.266786541	7.400879436	8.636624621	7.317412614	7.475733431	7.54303182	7.479780264	6.942514505	7.247927513	7.405141463	5.807354922	7.651051691	7.129283017	6.832890014	6.807354922	7.22881869	8.266786541	8.071462363	11.23092109
NFATC2	6.409390936	7.426264755	6.108524457	7.189824559	6.73470962	5.392317423	9.493855449	7.022367813	7.651051691	6.098032083	6	7.491853096	7.169925001	6.6794801	6.539158811	5.247927513	8.483815777	5.832890014	6.948367232	8.169925001	6.87036472	7.73470962	6.339850003	7.74819285	6.375039431	8.451211112	5.614709844	7.495855027	7.169925001	8.573647187	6.539158811	5.672425342	6.794415866	6.727920455	7.912889336	7.285402219	7.550746785	6.882643049	6.62935662	7.611024797	7.64385619	7.071462363	7.238404739	7.434628228	5.727920455	8.896332404	8.139551352	8.62388149	5.044394119	5.807354922	7.894817763	8.022367813	6.14974712	6.303780748	8.417852515	5.977279923	6.06608919	9.667998536	7.011227255	7.124121312	6.727920455	7.965784285	7.199672345	8.842350343	9.550746785	7.87036472	6.46760555	6.434628228	5.426264755	6.636624621	7.076815597	9.575539247	6.62935662	7.285402219	6.303780748	6.189824559	7.948367232	9.252665432	7.558420713	8.231221181	7.238404739	7.276124405	6.491853096	7.87036472	7.14974712	7.169925001	7.503825738	7.330916878	7.471675214	7.139551352	7.483815777	6.686500527	7.499845887	7.294620749	5.554588852	7.721099189	6.672425342	6.400879436	9.258566034	7.087462841	8.154818109	7.426264755	7.426264755
NFKB2	6.714245518	7.810571635	6.965784285	7.614709844	7.400879436	5.62935662	8.092757141	7.918863237	7.45532722	6.965784285	6.569855608	7.832890014	8.301496195	8.22881869	9.502831804	5.906890596	9.327552644	6.906890596	6.882643049	7.832890014	8.50779464	8.693486957	6.851749041	8.451211112	7.54689446	8.784634846	6.636624621	8.618385502	7.442943496	9.078150808	7.614709844	6.266786541	11.2644426	8.487840034	7.797661526	12.61309879	12.43658142	8.129283017	7.055282436	8.199672345	9.147204925	7.13442632	7.965784285	8.927777962	7.321928095	9.552669098	9.705632387	9.079484784	6.087462841	8.675957033	12.17897601	8.5980525	7.353146825	7.129283017	9.142107057	7.816983623	12.27233818	10.04575966	8.079484784	12.37068741	7.098032083	6.491853096	9.440869168	12.46250227	10.61654884	9.071462363	7.54303182	7.321928095	7.724513853	6.727920455	11.5355184	9.609178738	6.977279923	8.511752654	6.832890014	6.894817763	9.136991112	9.172427509	8.008428622	8.864186145	7.118941073	9.105908509	14.06625741	8.082149041	7.924812504	7.189824559	7.554588852	11.72408746	7.50779464	7.882643049	8.721099189	7.169925001	8.519636253	8.422064766	6.741466986	7.204571144	7.562242424	6.727920455	9.49285462	10.80735492	12.72238064	8.727920455	9.080817528
NFKBIB	9.515699838	11.11341661	10.20457114	8.812177306	9.756556323	7.724513853	7.781359714	9.296916207	8.731319031	11.02479338	9.882643049	9.200898605	11.30606169	9.853309555	8.794415866	7.139551352	10.79116289	11.53770375	13.17664067	8.977279923	8.977279923	12.3582391	13.1589252	11.54785851	10.25029842	12.05799172	8.172427509	12.07998471	9.422064766	10.64024494	11.18982456	9.704768239	10.52356196	9.970105891	9.941047606	10.54689446	8.853309555	13.05748412	10.71166697	9.338736383	8.891783703	7.50779464	10.08214904	10.76652891	8.271463028	11.88741103	10.44708323	10.56367296	11.46709603	10.83447105	9.055282436	13.42028922	12.84097457	8.741466986	10.50581155	9.103287808	9.62388149	11.08181628	9.736401931	9.801708359	8.915879379	8.97441459	10.42836017	8.682994584	12.06491114	9.962896005	11.48733762	7.022367813	8.082149041	10.45943162	8.252665432	9.086136225	9.306061689	9.461479447	12.08978149	8.915879379	13.36029843	10.61930296	10.76404222	12.2223421	10.41574177	11.90801726	8.654636029	9.240791332	11.0986901	10.06474276	11.89083425	9	9.266786541	11.54978467	8.296916207	7.791162889	12.01035327	10.82257083	9.681238412	12.55434902	10.42626475	12.08646799	8.854868383	9.962896005	11.43097517	9.076815597	12.09440763
IL9	6.523561956	6.651051691	6.820178962	6.569855608	6.108524457	4.95419631	5.781359714	6.442943496	6.686500527	5.672425342	5.672425342	6.965784285	6.754887502	6.14974712	6.357552005	5.247927513	7.622051819	5.820178962	6.022367813	6.209453366	6.459431619	7.285402219	5.87036472	7.14974712	6.807354922	7.665335917	5.357552005	7.076815597	6.209453366	7.839203788	6.876516947	5.918863237	6.357552005	7.434628228	6.491853096	7.434628228	7	6.539158811	7.076815597	6.906890596	6.988684687	7.491853096	7.581200582	6.577428828	5.754887502	8.640244936	5.727920455	7.900866808	5.044394119	5.882643049	6.857980995	7.276124405	5.754887502	6.044394119	7.434628228	5.882643049	5.523561956	8.144658243	6.820178962	6.22881869	6.357552005	6.813781191	7.710806434	7.22881869	8.744833837	6.64385619	6.276124405	6.087462841	5.672425342	6.339850003	6.882643049	10.33427329	6	7.317412614	6.491853096	6	6.515699838	6.714245518	7.055282436	7.257387843	6.14974712	7.108524457	6.64385619	6.768184325	6.392317423	6.768184325	6.658211483	6.686500527	6.475733431	6.781359714	6.857980995	6.209453366	6.523561956	6.475733431	5.672425342	6.321928095	6.523561956	6.14974712	6.768184325	7.21916852	7.857980995	6.693486957	7.636624621
NIFK	7.768184325	9.631177056	7.977279923	9.853309555	9.514714054	8.033423002	6.62935662	9.787902559	7.861086906	10.94544384	7.383704292	10.4918531	9.583082768	8.665335917	8.276124405	7.558420713	11.28771238	6.727920455	8.945443836	9.548821908	9.840777924	10.44346161	8.092757141	11.97459384	8.430452552	11.06844242	7.317412614	9.871135184	7.960001932	11.19044202	8.409390936	6.95419631	9.784634846	9.250298418	10.00211178	8.259743264	10.169925	9.54399845	8.164906927	11.52307183	9.86727874	8.805743872	9.044394119	9.818582177	7.413627929	11.76404222	7.348728154	11.21613956	6.108524457	7.807354922	7.434628228	10.65150022	7.794415866	8.577428828	10.94982671	8.129283017	8.396604781	11.88226093	10.66799854	8.383704292	10.12605912	7.294620749	12.48721198	7.77478706	12.56938096	9.380461065	8.787902559	8.238404739	7.375039431	8.554588852	9.002815016	11.88340699	8.942514505	9.005624549	7.599912842	7.459431619	8.73809226	8.73809226	9.911391988	10.49085088	9.22881869	9.288866074	7.54689446	10.74399286	9.736401931	8.560332834	8.682994584	9.461479447	9.386940245	10.8372337	9.903128677	9.174925683	9.840777924	10.01122726	7.189824559	8.926295995	8.836050355	8.87036472	8.972979786	8.792790294	10.47167521	9.86727874	9.380461065
NKD2	9.152284842	6.6794801	9.580258567	6.768184325	7.592457037	6.491853096	7.076815597	13.6630577	10.48884435	6.375039431	6.820178962	7.845490051	7.247927513	6.62935662	7.888743249	5.392317423	8.523561956	7.422064766	6.569855608	6.651051691	6.781359714	7.459431619	6.129283017	7.451211112	6.285402219	8.224001674	5.807354922	7.285402219	6.700439718	8.027905997	6.960001932	6.523561956	6.636624621	6.781359714	6.857980995	6.6794801	7.118941073	7.055282436	6	8.832890014	6.988684687	7.06608919	6.965784285	12.27917527	6.714245518	8.417852515	7.442943496	8.294620749	5.321928095	9.682994584	6.918863237	7.768184325	6.22881869	6.539158811	9.312882955	6.781359714	5.832890014	8.861086906	6.686500527	6.95419631	7.124121312	6.108524457	9.383704292	7.144658243	10.56510208	7.06608919	7.22881869	5.906890596	6.977279923	6.857980995	6.554588852	8.409390936	7.033423002	8.022367813	10.78626963	6.400879436	6.930737338	11.26209485	7.622051819	7.731319031	7.442943496	8.957102042	10.05596023	7.285402219	6.8008999	6.392317423	7	6.584962501	6.451211112	6.721099189	6.651051691	11.33315535	7.581200582	7.033423002	6.189824559	6.977279923	6.459431619	6.21916852	6.781359714	7.055282436	8.06608919	6.857980995	8.533329732
NOS2	7.46760555	9.071462363	7.011227255	7.906890596	7.30833903	9.025139562	8.13442632	7.768184325	8.698704667	7.257387843	6.768184325	8.400879436	7.864186145	10.02513956	8.891783703	6.247927513	9.850968151	6.794415866	7.864186145	8.599912842	8.113742166	8.605479518	9.346513733	10.07815081	7.348728154	9.862637358	6.118941073	8.285402219	7.535275377	9.457380879	9.610102063	6.189824559	8.30833903	8.312882955	8.209453366	7.700439718	8.451211112	8.95419631	8.337621902	8.724513853	9.030667136	10.2737956	8.438791853	7.982993575	6.64385619	10.21188829	6.614709844	9.497851837	6.54689446	8.216745858	6.900866808	8.87958325	6.665335917	6.845490051	9.274960472	6.700439718	6.87036472	9.903881846	8.868822555	7.303780748	7.451211112	7.761551232	7.731319031	8.665335917	10.56605404	8.707359132	7.276124405	7.21916852	7.851749041	11.45198378	7.54303182	9.992938336	7.294620749	7.894817763	6.960001932	11.23421868	10.5512276	7.836050355	9.601770788	8.927777962	9.325305455	8.539158811	6.930737338	8.603626345	8.022367813	9.557463702	7.554588852	7.845490051	7.744833837	13.00158412	8.820178962	7.584962501	8.686500527	8.400879436	6.312882955	7.665335917	7.247927513	7.768184325	7.45532722	7.675957033	9.424166289	8.126704473	8.882643049
NOS3	8.857980995	9.375039431	12.40965611	10.06743436	9.503825738	7.839203788	11.64272864	9.745674324	8.271463028	10.38262403	9.070120944	10.60547952	10.42992974	8.972979786	11.72280753	7.754887502	11.60547952	7.912889336	9.516684949	11.34540525	10.19905882	11.1221809	9.674192268	11.10525378	9.484822894	11.4343676	8.211888295	10.34540525	9.842350343	11.63254088	9.668884984	12.29548197	9.457380879	9.501837185	10.12476754	9.32305476	10.88073144	10.43045255	9.225207437	10.6930513	10.68035952	9.184875343	9.334273285	9.831307244	9.271463028	12.02202097	8.483815777	11.33985	7.592457037	8.440869168	8.098032083	10.74483384	9.005624549	8.845490051	11.52991853	8.159871337	8.779719355	11.95492329	9.549784668	9.121533517	9.719388821	8.691743519	10.16490693	12.43853198	12.8317031	11.5526691	9.148476582	8.475733431	9.494855584	8.908392621	9.471675214	13.26634734	9.486835022	9.505811554	9.147204925	9.145932146	11.14465824	9.754052368	10.30947635	11.5992155	9.339850003	9.802516365	8.434628228	10.92407019	10.23062093	9.204571144	9.407267764	9.884170519	10.13185696	9.887220615	10.8761332	9.723660944	10.7903485	13.30006651	11.79786414	9.426264755	9.076815597	9.992938336	9.316281532	9.407267764	10.92703717	10.09539702	10.13057056
NOVA2	12.96108789	15.60342351	13.30720081	14.71061812	15.04950825	13.67148578	12.16427844	13.65966148	15.05430754	14.1842555	13.27401408	13.1871974	15.4926043	13.58894882	15.34796733	15.03879042	15.50398098	10.44604941	14.26422266	13.45558409	10.10066234	14.69209783	10.38801729	11.76487159	15.30190697	11.27262978	15.20989119	14.84013864	13.87262679	15.28883004	12.47345209	12.43580046	15.03144276	15.56425371	15.53858302	15.94756845	13.27350423	14.64410977	11.02236781	15.56221261	15.14334335	7.710806434	12.9695664	15.34717149	14.5526691	14.66639046	12.6635581	14.09027786	15.50326673	11.57884439	15.79688881	13.66566901	14.84681257	14.74273048	14.72222052	15.52435806	15.36365568	14.99514882	15.13466696	15.65179449	12.13811178	14.23593942	15.32171675	16.01763488	15.56289826	11.00281502	8.709083813	14.8864587	14.27233818	11.31118066	15.76536381	14.14234642	14.17695227	15.71368185	13.92146906	11.01436924	15.48331195	15.43440018	15.43440018	12.59152235	12.21810911	15.09996414	15.70384951	15.07066605	12.71209705	15.67711399	13.7684945	15.82433727	13.18146288	15.48403614	14.50680344	12.27204652	13.92620332	14.08729708	11.85953479	15.35266419	14.8479382	15.01763488	13.93479659	15.59976759	15.71855963	13.385458	15.89321857
NR4A1	6.491853096	7.076815597	6.499845887	6.554588852	6.14974712	5.285402219	6.741466986	10.06743436	6.266786541	6.159871337	7.370687407	6.73470962	7.199672345	7.224001674	7.348728154	5.392317423	7.554588852	6	7.379378367	7.033423002	6.499845887	7.129283017	6.392317423	7.129283017	7.139551352	7.781359714	5.977279923	7.370687407	8.434628228	8.027905997	7.129283017	6.189824559	6.807354922	8.566054038	6.46760555	7.022367813	7.383704292	6.971543554	6.375039431	6.781359714	7.400879436	6.768184325	7.434628228	7.189824559	7.422064766	8.686500527	7.011227255	8.731319031	5.64385619	6.826548487	6.266786541	8.413627929	8.060695932	6.076815597	7.781359714	7.174925683	6	8.194756854	7.888743249	6.658211483	6.554588852	7.810571635	6.276124405	7.794415866	11.04234338	9.682994584	6.383704292	6.011227255	5.781359714	6.912889336	6.820178962	8.321928095	5.977279923	9.689997971	6.977279923	6.011227255	11.80513926	7.348728154	7.285402219	7.055282436	6.754887502	8.330916878	7.459431619	7.686500527	6.584962501	6.832890014	7.022367813	6.599912842	6.64385619	6.988684687	7.214319121	10.76238204	7.62935662	6.672425342	5.965784285	7.413627929	6.707359132	6.044394119	6.442943496	6.73470962	7.86727874	6.794415866	8.873444113
NRG3	10.28019079	10.27961058	8.611024797	11.25797706	11.27670602	11.8077574	9.552669098	10.74986943	9.614709844	9.598982971	10.72152646	11.32080055	9.797661526	12.5028318	12.82197324	7.957102042	12.62627942	8.614709844	12.58072965	9.649256178	11.27641524	10.78381676	10.61470984	10.6635581	10.95092035	11.90914305	8.475733431	13.77169579	9.394462695	14.23900176	13.99479537	11.33427329	9.77148947	10.87267488	11.56557814	11.906139	12.81267871	12.14370208	12.09457258	11.12605912	10.97369737	8.707359132	9.495855027	11.77313921	10.40087944	11.56057167	12.20823436	12.5863707	9.669770889	8.933690655	11.36029843	12.55098721	9.5980525	14.42022342	13.66633498	8.972979786	8.430452552	12.22460468	11.55050632	9.610102063	10.94727165	10.4807902	10.40087944	11.61240779	12.40514146	10.91662592	9.491853096	10.25620869	8.5980525	13.48940897	14.16988587	11.33483193	14.64987364	10.03273453	11.72728233	10.70908381	9.618385502	10.39231742	12.23062093	13.33622759	10.36522885	10.90388185	9.519636253	10.91513245	11.97548976	11.33147682	10.65418847	9.609178738	9.903881846	9.852529509	9.505811554	10.65374078	12.11146174	10.40301202	10.20884399	10.12541347	9.126704473	9.995767151	9.100662339	10.27321281	12.546171	12.20304206	11.60917874
P2RX4	7.189824559	8.052568051	6.832890014	8.481799432	7.882643049	6.108524457	6.189824559	8.276124405	6.539158811	7.118941073	6.199672345	9.011227255	8.049848549	7.330916878	7.417852515	6.22881869	9.843921051	6.108524457	7.599912842	8.21916852	8.14974712	8.945443836	6.845490051	9.541096615	7.383704292	9.842350343	6.22881869	8.539158811	7.082149041	9.915132449	7.321928095	6.189824559	8.005624549	7.891783703	8.451211112	7.714245518	8.764871591	8.17990909	7.405141463	9.129283017	8.5980525	7.813781191	8.324180547	8.317412614	6.459431619	10.56938096	6.357552005	9.984418459	5.087462841	6.321928095	7.092757141	9.246740598	6.73470962	7.303780748	9.447083226	6.584962501	7.154818109	10.52454172	8.108524457	7.326429487	7.851749041	7.129283017	8.055282436	7.344295908	11.09077405	8.159871337	7.479780264	7.169925001	6.209453366	7.335390355	7.813781191	10.49685378	8.370687407	7.864186145	6.807354922	6.475733431	7.451211112	7.523561956	8.64385619	9.09934781	7.487840034	7.73809226	6.62935662	9.055282436	8.033423002	7.658211483	7.562242424	8.269126679	8.082149041	8.368506462	8.233619677	7.948367232	8.361943774	9.167418146	6.303780748	7.599912842	7.531381461	7.098032083	7.813781191	7.942514505	9.143383214	8.754887502	8.257387843
PA2G4	7.531381461	9.319672121	7.87036472	9.663558104	9.074141463	7.108524457	6.523561956	9.58402294	7.243173983	8.063395081	7.262094845	10.26561505	9.071462363	8.355351096	7.915879379	6.754887502	11.10033382	6.721099189	8.758223215	9.276124405	9.716819461	10.08878824	7.851749041	10.49585503	8.076815597	10.99929539	6.832890014	9.618385502	8.008428622	11.02928723	8.184875343	6.74819285	9.131856961	8.921840937	9.724513853	8.09011242	10.01262454	9.353146825	8.164906927	10.25089054	11.23122118	8.005624549	8.523561956	9.472690839	7.14974712	11.53503231	7.845490051	10.8482317	5.781359714	6.714245518	7.348728154	10.50382574	7.573647187	8.243173983	10.45429929	7.682994584	8.087462841	11.59152235	8.658211483	8.033423002	8.991521846	7.159871337	11.11276528	7.625708843	12.47699929	9.290018847	8.810571635	8.079484784	6.924812504	8.396604781	8.618385502	11.69435789	8.791162889	9.508785162	7.451211112	7.055282436	8.273795599	8.407267764	9.693486957	10.1376316	8.607330314	8.832890014	6.924812504	11.57459353	9.174925683	8.45532722	8.581200582	9.310612782	9.11113567	10.22460468	9.505811554	8.977279923	9.625708843	9.710806434	7.011227255	8.558420713	8.348728154	8.17990909	8.707359132	8.566054038	10.35590164	9.743151394	8.430452552
PAGE4	6.614709844	9.46760555	6.285402219	6.794415866	6.672425342	5.392317423	5.741466986	6.614709844	7.312882955	5.614709844	5.906890596	7.103287808	6.912889336	6.257387843	6.199672345	5.129283017	7.991521846	5.930737338	7.64385619	6.599912842	6.781359714	7.174925683	6	8.813781191	6.266786541	8.366322214	5.807354922	9.22881869	8.226412193	8.169925001	9.104598754	8.121533517	6.50779464	6.614709844	7.022367813	6.930737338	7.330916878	7.033423002	6.22881869	8.238404739	6.918863237	7.204571144	8.124121312	6.651051691	6	8.794415866	6.189824559	8.005624549	5.087462841	8.238404739	6.64385619	7.813781191	5.857980995	6.087462841	10.83802206	7.672425342	7.169925001	8.784634846	6.658211483	6.209453366	6.839203788	6.257387843	10.55842071	7.413627929	8.955649908	7.781359714	6.569855608	6.392317423	5.614709844	6.693486957	6.50779464	9.820178962	6.098032083	7.527477006	6.209453366	6.087462841	6.339850003	6.930737338	8.273795599	7.426264755	7.487840034	7.971543554	8.787902559	7.108524457	6.839203788	6.636624621	6.820178962	6.700439718	7.614709844	6.658211483	7.189824559	7.21916852	6.569855608	7.366322214	5.523561956	7.491853096	6.658211483	5.95419631	6.820178962	6.918863237	7.761551232	7.238404739	8.337621902
