Molecule	COR-7349-D2-POST	COR-6215-D2-POST	COR-3717-D2-POST	COR-8330-D2-POST	COR-8763-D2-POST	COR-4361-D2-POST	COR-8843-D2-POST	COR-9546-D2-POST	COR-1481-D2-POST	COR-5218-D2-POST	COR-6604-D2-POST	COR-8468-D2-POST	COR-6302-D2-POST	COR-9198-D2-POST	COR-7256-D2-POST	COR-3195-D2-POST	COR-1957-D2-POST	COR-7085-D2-POST	COR-6176-D2-POST	COR-3560-D2-POST	COR-3661-D2-POST	COR-3708-D2-POST	COR-9818-D2-POST	COR-3504-D2-POST	COR-2465-D2-POST	COR-7414-D2-POST	COR-6698-D2-POST	COR-2674-D2-POST	COR-9151-D2-POST	COR-8066-D2-POST	COR-6685-D2-POST	COR-4856-D2-POST	COR-9223-D2-POST	COR-7101-D2-POST	COR-5623-D2-POST	COR-4181-D2-POST	COR-3427-D2-POST	COR-3194-D2-POST	COR-1548-D2-POST	COR-2400-D2-POST	COR-3315-D2-POST	COR-9446-D2-POST	COR-5554-D2-POST	COR-5136-D2-POST	COR-1168-D2-POST	COR-1665-D2-POST	COR-3985-D2-POST	COR-1002-D2-POST	COR-6913-D2-POST	COR-8446-D2-POST	COR-5087-D2-POST	COR-2349-D2-POST	COR-9359-D2-POST	COR-4616-D2-POST	COR-5429-D2-POST	COR-6308-D2-POST	COR-9348-D2-POST	COR-4994-D2-POST	COR-8852-D2-POST	COR-3309-D2-POST	COR-1278-D2-POST	COR-8111-D2-POST	COR-1404-D2-POST	COR-2854-D2-POST	COR-6297-D2-POST	COR-9350-D2-POST	COR-6709-D2-POST	COR-9643-D2-POST	COR-5319-D2-POST	COR-9943-D2-POST	COR-8625-D2-POST	COR-9970-D2-POST	COR-5456-D2-POST	COR-7257-D2-POST	COR-4806-D2-POST	COR-4847-D2-POST	COR-3722-D2-POST	COR-4271-D2-POST	COR-2455-D2-POST	COR-2823-D2-POST	COR-1592-D2-POST	COR-1433-D2-POST	COR-5797-D2-POST	COR-2950-D2-POST	COR-7717-D2-POST	COR-7714-D2-POST	COR-6711-D2-POST	COR-1141-D2-POST	COR-4617-D2-POST	COR-9868-D2-POST	COR-7264-D2-POST	COR-7610-D2-POST	COR-4209-D2-POST	COR-9504-D2-POST	COR-6813-D2-POST	COR-1699-D2-POST	COR-9633-D2-POST	COR-5449-D2-POST	COR-5530-D2-POST	COR-5800-Other	COR-4582-D1-PRE	COR-6048-D1-PRE	COR-3676-Other
AIMP2	5.832890014	7.876516947	6.118941073	6.8008999	6.033423002	5.672425342	5.491853096	7.243173983	5.672425342	6.303780748	9.449148645	6.50779464	6.584962501	6.409390936	5.95419631	4.906890596	7.54689446	5.794415866	7.011227255	6.22881869	8.22881869	8.09011242	5.977279923	6.820178962	7.033423002	7.413627929	5.491853096	7.06608919	6.912889336	7.861086906	6.515699838	5.584962501	6.965784285	6.554588852	6.794415866	6.426264755	7.665335917	7.159871337	7.965784285	6.459431619	7.159871337	5.491853096	6.768184325	7.285402219	5.930737338	8.197216693	5.727920455	7.038918989	4.64385619	6.375039431	5.64385619	6.87036472	5.357552005	6.339850003	7.8008999	5.832890014	5.459431619	8.290018847	6.930737338	6.584962501	6.845490051	6.022367813	7.027905997	6.108524457	9.162391329	7.257387843	6.592457037	5.672425342	6.741466986	6.22881869	6.409390936	12.24659217	5.700439718	7.044394119	6.357552005	5.807354922	6.159871337	7.569855608	6.965784285	7.21916852	6.882643049	7.098032083	5.857980995	8.118941073	7.049848549	6.321928095	6.247927513	6.8008999	6.285402219	10.49485558	6.754887502	6.169925001	7.894817763	6.988684687	5.614709844	6.592457037	6.055282436	6.169925001	5.894817763	6.392317423	8.116343961	6.426264755	7.62935662
SULF2	6.768184325	8.965784285	7.647458426	8.781359714	7.294620749	5.857980995	6.400879436	9.071462363	6.686500527	7.016808288	6.569855608	7.658211483	8.152284842	8.113742166	7.098032083	5.727920455	9.371776644	6.159871337	8.335390355	7.434628228	9.673309076	8.882643049	7.312882955	8.194756854	8.348728154	9.079484784	6.129283017	7.794415866	7.383704292	9.495855027	7.592457037	6.266786541	8.6794801	8.159871337	8.335390355	7.159871337	9.503825738	9.476746204	7.434628228	7.900866808	7.661778098	6.54689446	7.672425342	8.909893084	7.353146825	9.891783703	6.62935662	8.724513853	5.247927513	6.375039431	6.614709844	8.409390936	5.672425342	7.991521846	9.83447105	6.741466986	6.569855608	10.03479896	8.50779464	7.87036472	8.799281622	7.247927513	8.632995197	7.636624621	11.00492268	8.77478706	7.832890014	6.906890596	6.64385619	6.965784285	7.826548487	10.31967212	6.781359714	8.294620749	7.22881869	6.426264755	7.14974712	8.226412193	8.055282436	7.781359714	8.294620749	8.016808288	5.714245518	10.04165915	8.519636253	7.321928095	7.894817763	7.665335917	7.479780264	7.562242424	8.59058705	7.21916852	9.571752644	8.501837185	6.539158811	7.832890014	7.682994584	7.810571635	6.864186145	7.30833903	9.659995892	7.768184325	8.005624549
RHOB	6.321928095	7.647458426	6.417852515	7.169925001	6.266786541	5.044394119	5.64385619	7.6794801	5.62935662	6.087462841	5.672425342	6.965784285	7.06608919	6.74819285	6.169925001	5.392317423	8.071462363	5.754887502	7.22881869	6.491853096	8.670656249	7.614709844	6.108524457	7.118941073	7.271463028	7.73809226	5.459431619	6.77478706	6.022367813	8.379378367	6.754887502	5.442943496	7.169925001	6.807354922	6.727920455	6.554588852	7.982993575	7.409390936	7.005624549	6.87036472	6.807354922	5.523561956	6.700439718	7.622051819	6.06608919	8.707359132	5.977279923	7.495855027	4.700439718	5.794415866	5.832890014	7.348728154	5.475733431	6.64385619	8.06608919	5.832890014	5.672425342	8.873444113	7.199672345	6.686500527	7.266786541	6.247927513	7.417852515	5.882643049	9.584962501	7.417852515	6.894817763	5.700439718	5.64385619	6.392317423	6.686500527	12.53600432	6.06608919	7.405141463	6.54689446	5.857980995	6.189824559	7.366322214	7.426264755	6.95419631	7.14974712	6.882643049	5.523561956	8.491853096	7.17990909	6.807354922	6.562242424	6.636624621	7.977279923	6.375039431	7.011227255	6.475733431	8.095397023	7.214319121	5.930737338	6.87036472	6.375039431	6.426264755	5.727920455	6.426264755	8.436711542	6.832890014	7.686500527
PBRM1	6.285402219	8.103287808	6.977279923	7.839203788	6.483815777	5.426264755	6.044394119	8.177419538	6.383704292	6.426264755	6.14974712	7.22881869	8.22881869	7.370687407	6.686500527	5.392317423	8.405141463	5.807354922	7.924812504	6.636624621	8.945443836	8.330916878	9.176173149	8	7.781359714	8.189824559	5.584962501	7.103287808	6.294620749	8.761551232	8.864186145	5.727920455	7.942514505	7.375039431	7.491853096	6.754887502	8.741466986	7.658211483	6.820178962	7.499845887	7.118941073	6.129283017	7.285402219	8.339850003	6.539158811	8.982993575	6.022367813	7.909893084	5.129283017	6.129283017	8.710806434	7.813781191	5.807354922	7.022367813	9.094077686	6.247927513	5.882643049	9.413627929	7.842350343	8.882643049	7.962896005	6.554588852	7.851749041	6.303780748	10.15608308	8.108524457	7.396604781	5.807354922	7.076815597	6.599912842	7.14974712	10.23601419	8.627533884	7.569855608	6.754887502	6.087462841	9.350939182	7.614709844	7.558420713	7.317412614	7.936637939	7.312882955	5.523561956	9.199672345	7.523561956	7.033423002	7.209453366	7.055282436	6.948367232	7.339850003	8.22881869	6.700439718	8.992938336	7.73809226	6.339850003	7.285402219	7.417852515	7.033423002	6.129283017	6.727920455	8.802516365	7.46760555	7.303780748
MSH3	6.475733431	10.59618976	6.357552005	11.79482197	6.700439718	12.37937837	6.357552005	7.257387843	12.6110248	6.087462841	5.965784285	12.24599828	7.721099189	6.475733431	6.266786541	5.285402219	8.385862401	5.857980995	7.184875343	6.312882955	10.47167521	10.26091953	6.17990909	6.988684687	7.22881869	7.857980995	5.539158811	7.696967526	6.965784285	8.312882955	6.62935662	5.62935662	6.888743249	10.4918531	10.14720492	6.475733431	7.95419631	7.233619677	12.93442804	6.569855608	7.266786541	5.614709844	6.531381461	7.876516947	6.055282436	8.84862294	5.930737338	7.375039431	5.044394119	6.74819285	5.614709844	7.129283017	5.857980995	6.426264755	8.027905997	6.62935662	8.353146825	8.616548844	10.62570884	7.554588852	7.076815597	5.95419631	10.07012094	7.022367813	12.65899243	7.392317423	12.49560523	5.781359714	5.64385619	6.247927513	6.409390936	11.9558315	5.930737338	7.330916878	7.930737338	5.906890596	6.599912842	7.199672345	8.77478706	8.139551352	7.189824559	12.03273453	9.631177056	8.705632387	7.060695932	6.491853096	7.055282436	9.398743692	12.97423532	9.379378367	7.375039431	6.285402219	7.924812504	7.076815597	5.781359714	7.826548487	11.88722062	7.491853096	5.988684687	6.554588852	8.438791853	6.787902559	7.54689446
WRN	6.491853096	6.700439718	5.930737338	6.199672345	5.614709844	4.754887502	5.321928095	6.400879436	7.247927513	5.845490051	5.554588852	6.247927513	6.247927513	6.339850003	6.409390936	4.857980995	7.330916878	6.409390936	6.614709844	5.906890596	7.392317423	7.312882955	5.741466986	6.523561956	6.988684687	7.442943496	7.21916852	6.539158811	6.339850003	7.77478706	6.50779464	5.491853096	6.209453366	7.479780264	8.850186838	6.614709844	7.214319121	6.700439718	6.686500527	5.95419631	6.339850003	5.169925001	9.266786541	7.06608919	5.727920455	8.06608919	5.539158811	7.06608919	4.392317423	6.209453366	5.209453366	6.321928095	4.906890596	5.95419631	7.164906927	5.459431619	5.169925001	7.939579214	6.357552005	6.339850003	6.584962501	6.499845887	7.531381461	6.539158811	8.269126679	6.754887502	6.189824559	5.339850003	5.285402219	6.022367813	6.129283017	11.64182597	5.459431619	6.754887502	6.392317423	5.459431619	7.73470962	6.754887502	6.569855608	6.169925001	6.357552005	6.73470962	5.491853096	7.569855608	6.50779464	6	6.409390936	6.459431619	6.918863237	6	6.209453366	5.906890596	7.276124405	8.192292814	5.491853096	6.159871337	5.930737338	5.977279923	5.781359714	6.321928095	7.640244936	6.339850003	7.224001674
CDH3	10.6617781	10.12153352	9.392317423	9.131856961	10.06204614	8.312882955	12.05663772	9.630267125	8.566054038	10.27146303	9.481799432	10.55937709	12.76973455	9.18611424	10.54834029	7.62935662	10.80413102	8.961449694	10.10066234	11.62067804	11.42547819	10.88798213	9.084808388	10.93774162	10.27262978	10.91774501	7.6794801	11.91774501	10.86650621	12.19537221	10.8837888	8.977279923	8.717676423	9.461479447	9.640244936	13.21067134	10.47775827	10.80574387	11.91699905	9.378294856	10.94909716	8.77148947	9.868822555	9.262094845	11.69935556	12.40167953	9.108524457	10.18115226	7.417852515	8.465566405	8.721099189	10.19537221	8.799281622	9.055282436	11.62205182	9.057991723	8.781359714	11.83920379	9.691743519	9.48984796	9.665335917	9.683871869	11.13891172	13.1864238	12.23032072	12.71810471	10.41151099	7.891783703	8.189824559	10.92999806	8.804131021	10.29001885	9.371776644	10.65418847	9.332036548	9.83683936	12.29189014	11.24940979	10.11178774	11.03411115	9.661778098	10.28540222	8.082149041	11.09737377	11.71424552	9.573647187	9.919608239	9.761551232	10.43410693	9.63481105	11.67815996	10.5526691	11.47775827	9.929258409	10.14082977	9.440869168	9.972979786	10.03479896	11.50009495	10.07012094	10.72621816	10.56700537	10.16741815
KLF5	6.339850003	7.335390355	8.636624621	6.658211483	7.396604781	5.285402219	7.962896005	7.45532722	6.022367813	6.614709844	8.535275377	8.139551352	8.744833837	6.930737338	6.727920455	7.299208018	7.948367232	6.108524457	10.24436384	9.935901682	7.400879436	6.614709844	5.569855608	8.794415866	8.238404739	7.45532722	6.672425342	10.38801729	5.672425342	8.076815597	9.250298418	10.88912366	9.548821908	7.665335917	6.303780748	11.11894107	6.918863237	7.980139578	8.049848549	6.257387843	6.321928095	5.285402219	6.894817763	9.714245518	7.189824559	8.224001674	10.1382718	9.654636029	8.129283017	7.539158811	6	7.348728154	8.573647187	13.11406765	11.03617361	8.607330314	6.459431619	8.523561956	8.262094845	8.689997971	7.129283017	8.567956075	10.45018025	7.686500527	8.668884984	7.535275377	8.271463028	7.055282436	5.285402219	13.2572405	5.977279923	11.11276528	6.569855608	7.994353437	8.055282436	7.62935662	9.324180547	7.761551232	7.936637939	6.741466986	7.988684687	8.73809226	6.894817763	8.707359132	8.060695932	6.741466986	6.076815597	6.108524457	7	6.022367813	7.011227255	7.098032083	11.56890615	7.076815597	8.233619677	10.08214904	6.247927513	6.714245518	6.894817763	7.942514505	8.509775004	6.321928095	12.08547246
CENPB	5.129283017	6.129283017	5.087462841	5.392317423	5	4.169925001	4.64385619	5.285402219	4.523561956	5	4.700439718	5.523561956	5.321928095	4.781359714	5.129283017	4.247927513	6.459431619	5.459431619	5.882643049	4.857980995	6.257387843	5.614709844	4.754887502	5.321928095	5.930737338	6.044394119	4.459431619	5.727920455	5.426264755	6.87036472	5.459431619	4.459431619	5.321928095	5.807354922	5.044394119	5.857980995	6.22881869	5.754887502	5.882643049	5.209453366	5.321928095	4.523561956	5.700439718	6.247927513	4.754887502	7.022367813	4.64385619	5.832890014	3.807354922	5.459431619	4.491853096	5.426264755	4.392317423	5.14974712	5.942514505	4.64385619	4.459431619	7.62935662	5.392317423	5.64385619	5.247927513	4.857980995	5.700439718	5.247927513	7.129283017	5.918863237	5.209453366	4.523561956	4.247927513	5.882643049	5.129283017	13.22158712	4.584962501	5.554588852	5.321928095	4.906890596	5.247927513	5.95419631	5.832890014	5.285402219	5.672425342	5.554588852	4.321928095	6.189824559	5.614709844	5.044394119	5.209453366	5.285402219	5.392317423	5	5.209453366	4.95419631	7.233619677	5.209453366	4.64385619	5.491853096	5.209453366	4.857980995	4.700439718	5.321928095	6.721099189	5.339850003	6.700439718
FOS	12.12153352	12.35383602	9.611024797	10.70649602	10.5137276	7.21916852	10.23302043	8.068778278	7.357552005	10.42574042	9.908392621	8.368506462	9.057991723	10.08746284	10.96650545	5.95419631	8.688250309	7.588714636	9.324180547	9.970105891	10.47116713	8.092757141	8.746514321	8.285402219	8.54689446	10.64655871	7.17990909	10.10852446	11.82535634	8.084808388	10.89102419	8.049848549	8.689997971	11.17835362	10.18053081	9.584962501	12.21644274	9.517669388	7.988684687	8.842350343	8.499845887	6.321928095	9.608254822	13.81918118	10.86805085	12.25443815	7.658211483	10.27262978	9.197216693	10.35974956	9.854868383	10.17242751	10.25797706	7.370687407	9.804131021	8.920352855	13.57589373	9.340962764	7.417852515	7.339850003	11.8837888	8.28077077	11.10197567	10.60455323	12.74094021	8.475733431	8.503825738	6.977279923	11.00176003	11.14338321	12.70303839	9.411510988	12.38302922	11.66755511	12.20960567	11.03273453	15.68898786	9.174925683	8.781359714	10.37123213	10.04848687	10.91326343	14.70076481	8.519636253	12.95365083	8.611024797	9.702172685	8.736401931	9.116343961	7.603626345	9.389093522	8.463524373	10.96072599	10.71338651	10.83683936	8.238404739	9.430452552	9.407267764	8.139551352	9.095397023	9.650154214	9.040289721	13.56092985
INSR	6.50779464	7.930737338	6.459431619	7.033423002	6.554588852	5.321928095	8.642051693	8.884170519	5.700439718	6.584962501	6.539158811	7.129283017	7.312882955	6.857980995	8.787902559	5.426264755	8.224001674	5.930737338	7.768184325	7.764871591	11.55026581	7.87036472	6.189824559	6.988684687	7.442943496	8.022367813	6.022367813	7.339850003	7.727920455	8.599912842	7.113742166	5.741466986	7.169925001	6.882643049	11.51026967	6.392317423	8.139551352	7.603626345	7.113742166	7.108524457	7.392317423	8.787902559	6.826548487	8.781359714	6.475733431	8.620219826	5.930737338	7.353146825	5.285402219	5.832890014	6.491853096	7.592457037	6.189824559	6.475733431	8.797661526	7.475733431	5.700439718	8.920352855	7.129283017	7.159871337	7.06608919	6.392317423	7.592457037	9.009828617	9.562242424	12.9162527	7.118941073	8.019590728	6.523561956	6.22881869	6.977279923	11.92332749	6.169925001	8.290018847	6.442943496	6.768184325	8.098032083	8.033423002	7.50779464	7.14974712	8.675957033	8.076815597	11.40726776	8.612868497	7.622051819	6.807354922	7.977279923	7.209453366	7.022367813	7.511752654	7.475733431	6.475733431	8.17990909	7.607330314	6.6794801	6.965784285	6.599912842	13.58789469	5.977279923	7.108524457	8.707359132	10.10197567	7.930737338
FCGR3A	7.233619677	8.060695932	6.409390936	6.754887502	6.139551352	5.285402219	10.39231742	7.515699838	5.727920455	7.129283017	6.768184325	6.820178962	9.606405213	6.339850003	7.21916852	5.087462841	7.672425342	6.129283017	7.383704292	9.011227255	7.988684687	9.306061689	7.632995197	8.204571144	9.440869168	8.276124405	5.64385619	7.754887502	8.238404739	8.729620744	6.924812504	5.754887502	6.499845887	6.475733431	6.321928095	6.426264755	9.193525361	9.087462841	7.339850003	6.584962501	8.763212367	8.754887502	6.569855608	7.607330314	6.108524457	8.28077077	7.45532722	7.299208018	5.087462841	6.238404739	5.857980995	7.087462841	6.169925001	6.303780748	9.539158811	5.832890014	5.95419631	8.438791853	6.977279923	7.055282436	6.686500527	7.224001674	7.74819285	11.11634396	8.794415866	9.471675214	6.768184325	6.266786541	6.087462841	5.832890014	6.491853096	12.30976054	6.129283017	7.495855027	6.426264755	6.727920455	10.36632221	8.016808288	8.076815597	7.199672345	7.985841937	7.14974712	5.523561956	8.129283017	8.686500527	6.727920455	6.614709844	6.539158811	7.060695932	6.06608919	9.987264012	6.491853096	8.405141463	8.670656249	5.672425342	7.108524457	6.266786541	7.118941073	5.977279923	6.781359714	8.592457037	7.417852515	8.019590728
VWF	6.864186145	7.813781191	6.46760555	7.243173983	6.906890596	5.392317423	6.022367813	7.668884984	6.491853096	6.54689446	6.022367813	7.144658243	6.924812504	6.658211483	6.894817763	5.321928095	8.54689446	6.266786541	8.632995197	6.539158811	9.016808288	7.900866808	6.442943496	7.46760555	7.321928095	9.691743519	5.727920455	7.375039431	6.569855608	8.776433032	7.661778098	5.930737338	7.257387843	7.06608919	7.055282436	6.491853096	8.339850003	7.936637939	7.409390936	7.129283017	7.055282436	6.977279923	7.076815597	7.784634846	6.614709844	8.982993575	6.442943496	7.6794801	4.906890596	6.159871337	6.022367813	7.491853096	5.392317423	6.62935662	8.108524457	5.918863237	5.977279923	9.005624549	7.238404739	6.741466986	7.668884984	6.531381461	8.108524457	6.942514505	9.461479447	7.658211483	7.087462841	5.930737338	6.14974712	6.741466986	6.845490051	12.78861639	6.189824559	7.686500527	7.087462841	7.06608919	6.820178962	7.787902559	7.54689446	7.044394119	7.409390936	7.238404739	5.392317423	8.682994584	7.50779464	6.845490051	7.199672345	6.95419631	7	6.614709844	7.599912842	6.599912842	8.192292814	7.573647187	5.930737338	7.011227255	6.851749041	6.50779464	6.022367813	6.761551232	8.689997971	7.055282436	7.622051819
S100A12	6.584962501	8.851749041	6.994353437	7.562242424	6.599912842	5.357552005	5.95419631	7.988684687	6.129283017	6.95419631	6.22881869	7.330916878	7.388017285	7.139551352	7.184875343	5.491853096	8.405141463	6.339850003	8.224001674	6.727920455	8.97441459	8.016808288	6.658211483	7.768184325	7.942514505	8.449148645	6	7.22881869	6.894817763	9.56414949	7.696967526	5.95419631	7.761551232	7.375039431	7.344295908	7.118941073	8.596189756	7.791162889	8.620219826	7.409390936	7.169925001	6.044394119	7.21916852	8.103287808	6.700439718	9.164906927	6.076815597	7.74819285	5.169925001	6.906890596	6.159871337	7.768184325	5.375039431	6.988684687	8.681238412	6.303780748	6.044394119	9.290018847	7.562242424	7.588714636	7.797661526	6.569855608	7.936637939	7.108524457	10.04439412	7.900866808	7.413627929	6.238404739	6	6.754887502	7.033423002	11.21188829	6.209453366	7.761551232	6.942514505	6.741466986	6.781359714	7.882643049	7.876516947	7.491853096	7.618385502	7.426264755	5.754887502	9.118941073	7.731319031	7.17990909	7.082149041	6.942514505	7.011227255	9	7.672425342	6.672425342	8.751544059	7.781359714	6.169925001	7.238404739	7.209453366	6.994353437	6.50779464	6.882643049	8.924812504	7.303780748	8.049848549
CD68	6.247927513	7.108524457	6.044394119	6.189824559	5.658211483	5.108524457	6.50779464	6.539158811	8.434628228	6.108524457	5.930737338	6.459431619	7.011227255	6.426264755	6.409390936	5.64385619	7.915879379	9.426264755	7.768184325	6.539158811	7.344295908	6.820178962	6.022367813	6.622051819	7	7.409390936	5.882643049	7.409390936	7.829722735	8.184875343	8.266786541	5.523561956	6.539158811	6.888743249	6.781359714	6.475733431	7.257387843	6.894817763	7.50779464	6.614709844	6.515699838	7.076815597	6.375039431	7.038918989	5.857980995	8.479780264	5.781359714	6.707359132	4.754887502	6.06608919	5.882643049	7.727920455	5.209453366	5.882643049	7.383704292	8.707359132	5.357552005	7.912889336	6.209453366	6.930737338	8.434628228	6.592457037	7.022367813	8.292321633	8.413627929	7.285402219	6.64385619	5.781359714	5.321928095	5.930737338	6.539158811	10.92999806	5.62935662	7.098032083	6.721099189	6.475733431	7.124121312	6.554588852	7.071462363	6.87036472	7.400879436	7.174925683	5.554588852	7.531381461	6.442943496	6.614709844	11.09539702	6.209453366	6.303780748	6.321928095	6.64385619	6.727920455	7.768184325	8.839203788	5.857980995	6.622051819	6.285402219	7.781359714	7.982993575	6.918863237	8.174925683	6.781359714	8.511752654
FTCD	6.044394119	7.276124405	6.266786541	6.864186145	6.417852515	5.044394119	5.321928095	7.515699838	5.882643049	6.392317423	5.614709844	7.21916852	7.463524373	6.672425342	6.95419631	5.321928095	7.921840937	5.714245518	8.54303182	6.159871337	8.649256178	7.392317423	7.897845456	6.95419631	7.22881869	8.233619677	5.339850003	6.707359132	6.209453366	8.139551352	8.008428622	5.285402219	6.839203788	6.787902559	6.700439718	6.62935662	7.888743249	7.087462841	6.707359132	9.358651201	6.8008999	8.696967526	7.768184325	7.900866808	6.022367813	8.499845887	5.409390936	7.491853096	4.754887502	6.189824559	5.584962501	7.14974712	5.409390936	6.392317423	8.654636029	5.87036472	5.523561956	8.654636029	7.027905997	6.794415866	7.768184325	6.129283017	7.14974712	5.754887502	9.174925683	7.515699838	6.894817763	5.475733431	5.584962501	6.189824559	6.584962501	11.17430154	6.339850003	7.139551352	6.21916852	5.977279923	6.14974712	7.247927513	7.055282436	6.672425342	7	7.252665432	7.426264755	8.317412614	7.224001674	6.303780748	6.515699838	6.700439718	7.794415866	6.294620749	6.839203788	6.129283017	8.022367813	7.607330314	5.50779464	6.741466986	6.754887502	6.14974712	5.614709844	6.321928095	8.238404739	6.62935662	7.483815777
CA1	6.50779464	8.033423002	6.426264755	6.882643049	7.584962501	5.209453366	6.14974712	7.055282436	8.933690655	6.64385619	7.392317423	7.011227255	7.06608919	6.700439718	10.41996018	7.592457037	7.768184325	6.321928095	10.62753388	13.72621816	9.434628228	10.71209705	6.266786541	7.005624549	8.733015322	9.518653156	5.700439718	6.942514505	6.491853096	8.113742166	7.169925001	5.727920455	6.693486957	7.366322214	7.005624549	7.285402219	7.86727874	7.294620749	7.491853096	6.820178962	6.826548487	11.32361776	7.033423002	7.982993575	6.864186145	8.796039609	5.977279923	7.622051819	4.95419631	6.442943496	7.339850003	14.1460913	11.16427844	6.339850003	7.988684687	8.422064766	5.599912842	8.400879436	7.876516947	7.900866808	7.033423002	8.915879379	8.513727596	7.164906927	9.226412193	7.611024797	8.980139578	5.781359714	6.339850003	6.285402219	6.459431619	10.70390357	6.14974712	7.400879436	8.348728154	6.442943496	7.797661526	7.22881869	7.727920455	10.74903138	8.038918989	7.86727874	7.098032083	8	10.83683936	6.727920455	6.977279923	6.592457037	6.781359714	12.56557814	7.038918989	7.515699838	8.74819285	7.033423002	6.375039431	7.357552005	7.011227255	6.209453366	6.727920455	8.631177056	8.276124405	8.658211483	8.262094845
PCIF1	9.856425529	9.824958741	8.884170519	9.456354415	8.924812504	8.985841937	8.812177306	11.64520808	8.370687407	8.957102042	7.873444113	9.732167426	12.02375435	10.99435344	9.429406742	6.851749041	11.47902235	12.46199095	10.10525378	9.184875343	12.42731284	10.21188829	8.339850003	11.36358725	9.522581531	11.55554777	7.257387843	11.81598363	8.861086906	11.92999806	10.9068906	7.438791853	9.768184325	9.469641817	9.724513853	8.918863237	11.16616308	9.682994584	8.30833903	11.57695666	11.15165083	8.686500527	8.988684687	10.08746284	9.903881846	12.70108982	11.60293079	9.959277506	7.14974712	8.084808388	8.596189756	10.32418055	12.33539035	8.970105891	11.63707766	10.16239133	7.6794801	11.14178784	9.424166289	8.499845887	9.799281622	7.965784285	10.38262403	8.417852515	12.58402294	9.825753833	9.324180547	7.727920455	8.596189756	11.30549179	9.008428622	10.4252159	8.202123824	11.26590801	10.07280253	7.906890596	8.897845456	12.18673329	9.576484347	9.319672121	12.35686458	11.81698362	10.78871833	11.24555271	12.24049322	9.20701432	8.994353437	9.113742166	8.73809226	9.041659152	9.681238412	9.957827561	12.36358725	10.02513956	7.451211112	12.25797706	8.658211483	9.098032083	8.344295908	8.519636253	10.89292222	10.26091953	10.12799432
KITLG	5.584962501	6.475733431	5.491853096	6	5.321928095	4.523561956	5	6.276124405	5.044394119	5.584962501	5.247927513	6.044394119	5.894817763	5.672425342	7.330916878	4.700439718	6.965784285	5.209453366	6.523561956	5.584962501	6.95419631	6.375039431	5.50779464	6.129283017	6.266786541	6.857980995	5	6.087462841	5.409390936	7.409390936	6.247927513	5.087462841	6.044394119	5.930737338	5.672425342	6.044394119	6.87036472	6.499845887	6.06608919	5.95419631	5.930737338	5.169925001	6.276124405	7.108524457	5.392317423	7.573647187	5.087462841	6.665335917	4.523561956	5.554588852	5	6.17990909	4.781359714	5.614709844	6.807354922	5.169925001	5.087462841	7.768184325	6.129283017	6.14974712	6.022367813	5.357552005	6.491853096	5.554588852	8.002815016	6.426264755	5.807354922	5.129283017	4.857980995	5.491853096	5.807354922	11.48053778	5.129283017	6.108524457	5.882643049	5.459431619	5.754887502	6.523561956	6.285402219	5.794415866	6.14974712	6.672425342	4.807354922	7.06608919	6.321928095	5.700439718	5.95419631	5.857980995	6	5.459431619	6.022367813	5.64385619	7.076815597	6.087462841	5.022367813	5.977279923	6.266786541	5.426264755	5.321928095	5.882643049	7.417852515	5.882643049	6.942514505
FOXM1	7.46760555	9.495855027	11.39070637	8.475733431	15.2534782	6.392317423	7.573647187	9.221587121	9.671541067	7.727920455	8.303780748	8.497851837	10.53624722	8.449148645	9.449148645	6.651051691	9.243173983	7.813781191	8.405141463	12.52012755	10.215533	8.820178962	7.483815777	9.805743872	9.113742166	11.66066448	8.413627929	9.640244936	7.894817763	10.04371086	10.69043456	9.815383296	8.807354922	8.344295908	10.19229281	8.413627929	9.487840034	9.040289721	8.422064766	8.33315535	9.503825738	6.930737338	8.092757141	9.759888183	8.523561956	9.694357887	9.824958741	8.948367232	7.523561956	12.63696441	8.927777962	11.9708249	9.105908509	8.17990909	12.02202097	9.434628228	7.700439718	10.22941969	8.271463028	9.852529509	11.72216714	7.888743249	11.07514484	7.50779464	11.08812569	12.95073814	8.049848549	10.6183855	10.41732512	7.845490051	7.861086906	11.43175875	8.891783703	8.845490051	9.005624549	10.40779885	8.781359714	9.439830884	9.56414949	12.90782954	9.983706193	9.741466986	8.383704292	9.942514505	8.724513853	8.027905997	8.321928095	10.80493767	12.39633719	10.15608308	13.21416731	7.836050355	9.731319031	9.909893084	7.159871337	9.545929769	7.596189756	8.794415866	7.77807713	12.76165511	9.686500527	8.527477006	11.21127995
